status,size,method,path,user_agent,hour_of_day
404,331,0,0,64,11
404,328,0,0,64,11
404,318,0,0,66,11
200,490,0,0,66,11
304,0,0,0,66,11
404,346,0,0,66,11
404,345,0,0,66,11
404,340,0,0,66,11
404,337,0,0,66,11
404,339,0,0,66,11
404,338,0,0,66,11
404,339,0,0,66,11
404,336,0,0,66,11
404,338,0,0,66,11
404,337,0,0,66,11
404,341,0,0,66,11
404,338,0,0,66,11
404,340,0,0,66,11
404,339,0,0,66,11
404,339,0,0,66,11
404,336,0,0,66,11
200,2592,0,0,132,11
304,0,0,0,66,11
304,0,0,0,66,11
404,336,0,0,66,11
404,333,0,0,66,11
200,1768,0,1,110,11
304,0,0,0,64,11
304,0,0,0,64,11
304,0,0,0,64,11
404,313,0,0,66,11
404,332,0,0,64,11
304,0,0,0,66,11
304,0,0,1,50,11
304,0,0,0,66,11
404,331,0,0,64,11
304,0,0,0,66,11
304,0,0,1,50,11
404,333,0,0,64,11
404,335,0,0,66,11
304,0,0,1,50,11
404,332,0,0,66,11
304,0,0,1,50,11
404,324,0,1,50,11
404,331,0,0,64,11
404,334,0,0,66,11
404,337,0,1,50,11
404,331,0,0,66,11
404,328,0,0,64,11
404,336,0,1,50,11
404,336,0,0,66,11
404,333,0,0,66,11
404,338,0,1,50,11
404,334,0,0,66,11
404,336,0,1,50,11
404,331,0,0,66,11
404,333,0,1,50,11
404,331,0,0,66,11
404,328,0,0,66,11
404,318,0,0,66,11
304,0,0,0,66,11
304,0,0,0,66,11
304,0,0,0,66,11
304,0,0,0,66,11
304,0,0,0,64,11
304,0,0,0,64,11
304,0,0,0,64,11
404,332,0,0,64,11
404,331,0,0,64,11
404,333,0,0,64,11
404,331,0,0,64,11
304,0,0,0,64,11
304,0,0,1,54,11
304,0,0,0,54,11
404,328,0,0,64,11
304,0,0,0,64,11
304,0,0,1,54,11
304,0,0,0,64,11
304,0,0,0,54,11
304,0,0,1,54,11
304,0,0,1,54,11
404,332,0,0,64,11
404,324,0,1,54,11
304,0,0,0,54,11
304,0,0,0,54,11
404,319,0,0,54,11
404,331,0,0,64,11
404,337,0,1,54,11
404,333,0,0,64,11
404,332,0,0,54,11
404,331,0,0,64,11
404,336,0,1,54,11
404,328,0,0,64,11
404,331,0,0,54,11
404,338,0,1,54,11
404,333,0,0,54,11
304,0,0,0,54,12
200,1768,0,1,12,12
304,0,0,0,54,12
304,0,0,0,54,12
404,336,0,1,54,12
304,0,0,0,54,12
404,324,0,0,54,12
404,331,0,0,54,12
404,340,0,0,54,12
404,337,0,0,54,12
404,333,0,1,54,12
404,339,0,0,54,12
404,328,0,0,54,12
404,336,0,0,54,12
404,341,0,0,54,12
404,338,0,0,54,12
200,2592,0,0,133,12
404,339,0,0,54,12
404,336,0,0,54,12
404,336,0,0,54,12
404,333,0,0,54,12
304,0,0,0,54,12
304,0,0,0,54,12
304,0,0,0,54,12
304,0,0,0,54,12
404,324,0,0,54,12
404,337,0,0,54,12
404,336,0,0,54,12
404,338,0,0,54,12
404,336,0,0,54,12
404,333,0,0,54,12
200,1768,0,1,6,12
404,318,0,0,66,12
304,0,0,0,66,12
304,0,0,0,66,12
304,0,0,0,129,12
200,2578,0,1,132,12
304,0,0,0,66,12
200,3531,0,1,132,12
404,337,0,0,66,12
200,1768,0,1,14,12
404,336,0,0,66,12
404,338,0,0,66,12
404,313,0,0,66,12
404,336,0,0,66,12
304,0,0,0,66,12
200,2592,0,0,132,12
404,333,0,0,66,12
304,0,0,0,66,12
304,0,0,0,66,12
404,335,0,0,66,12
404,332,0,0,66,12
404,334,0,0,66,12
404,331,0,0,66,12
404,336,0,0,66,12
404,333,0,0,66,12
404,334,0,0,66,12
200,2578,0,1,132,12
404,331,0,0,66,12
404,331,0,0,66,12
404,328,0,0,66,12
304,0,0,0,49,12
304,0,0,0,49,12
304,0,0,0,49,12
304,0,0,0,49,12
404,319,0,0,49,12
200,1768,0,1,26,12
404,332,0,0,49,12
404,331,0,0,49,12
404,333,0,0,49,12
404,331,0,0,49,12
404,328,0,0,49,12
200,951,0,1,132,12
404,318,0,1,66,12
304,0,0,1,66,12
304,0,0,1,66,12
304,0,0,1,66,12
304,0,0,1,66,12
200,1768,0,1,110,12
404,340,0,1,66,12
200,1768,0,1,14,12
404,337,0,1,66,12
404,339,0,1,66,12
404,336,0,1,66,12
200,1768,0,1,14,12
200,2592,0,0,132,12
404,341,0,1,66,12
304,0,0,0,54,12
404,338,0,1,66,12
304,0,0,0,54,12
404,339,0,1,66,12
304,0,0,0,54,12
304,0,0,0,54,12
404,336,0,1,66,12
404,324,0,0,54,12
404,337,0,0,54,12
404,336,0,1,66,12
404,336,0,0,54,12
404,333,0,1,66,12
200,2576,0,1,132,12
404,338,0,0,54,12
404,336,0,0,54,12
404,333,0,0,54,12
200,2592,0,0,132,12
304,0,0,0,64,13
304,0,0,0,64,13
304,0,0,0,64,13
404,332,0,0,64,13
404,331,0,0,64,13
404,333,0,0,64,13
200,951,0,1,133,13
404,331,0,0,64,13
404,328,0,0,64,13
404,318,0,0,66,13
304,0,0,0,66,13
304,0,0,0,66,13
304,0,0,0,66,13
404,337,0,0,66,13
404,336,0,0,66,13
404,338,0,0,66,13
404,336,0,0,66,13
304,0,0,0,49,13
304,0,0,0,49,13
404,318,0,1,60,13
404,333,0,0,66,13
404,318,0,0,66,13
304,0,0,0,49,13
404,318,0,0,66,13
404,318,0,0,66,13
404,318,0,0,66,13
304,0,0,0,49,13
200,18497035,0,1,98,13
404,319,0,0,49,13
200,1768,0,1,14,13
404,332,0,0,49,13
200,490,0,0,66,13
200,490,0,0,66,13
200,490,0,0,66,13
200,490,0,0,66,13
404,331,0,0,49,13
200,490,0,0,66,13
404,333,0,0,49,13
304,0,0,1,60,13
404,331,0,0,49,13
404,328,0,0,49,13
200,2592,0,0,133,13
304,0,0,0,66,13
304,0,0,1,60,13
304,0,0,0,66,13
304,0,0,0,66,13
304,0,0,0,66,13
304,0,0,0,66,13
304,0,0,1,60,13
304,0,0,1,60,13
404,346,0,0,66,13
404,346,0,0,66,13
404,346,0,0,66,13
404,346,0,0,66,13
404,346,0,0,66,13
404,337,0,1,60,13
404,337,0,1,60,13
404,345,0,0,66,13
404,345,0,0,66,13
404,345,0,0,66,13
404,345,0,0,66,13
404,336,0,1,60,13
404,345,0,0,66,13
404,318,0,0,66,13
404,336,0,1,60,13
200,951,0,1,133,13
404,337,0,0,66,13
404,337,0,0,66,13
404,338,0,1,60,13
404,337,0,0,66,13
404,337,0,0,66,13
404,337,0,0,66,13
404,338,0,1,60,13
200,490,0,0,66,13
404,336,0,1,60,13
404,340,0,0,66,13
404,340,0,0,66,13
404,340,0,0,66,13
404,340,0,0,66,13
404,340,0,0,66,13
404,336,0,1,60,13
304,0,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,333,0,1,60,13
404,339,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,333,0,1,60,13
404,346,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,345,0,0,66,13
404,336,0,0,66,13
404,336,0,0,66,13
404,336,0,0,66,13
404,336,0,0,66,13
404,336,0,0,66,13
404,337,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,339,0,0,66,13
404,340,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,338,0,0,66,13
404,339,0,0,66,14
404,337,0,0,66,14
404,337,0,0,66,14
404,337,0,0,66,14
404,337,0,0,66,14
404,337,0,0,66,14
200,2592,0,0,133,14
404,338,0,0,66,14
404,338,0,0,66,14
404,338,0,0,66,14
404,338,0,0,66,14
404,338,0,0,66,14
200,951,0,1,132,14
404,338,0,0,66,14
404,336,0,0,66,14
200,1464,0,1,132,14
404,341,0,0,66,14
404,341,0,0,66,14
404,341,0,0,66,14
404,341,0,0,66,14
200,1769,0,1,132,14
404,341,0,0,66,14
404,340,0,0,66,14
404,340,0,0,66,14
404,340,0,0,66,14
404,340,0,0,66,14
404,339,0,0,66,14
404,340,0,0,66,14
200,572,0,1,132,14
404,339,0,0,66,14
404,339,0,0,66,14
404,339,0,0,66,14
404,339,0,0,66,14
404,338,0,0,66,14
404,339,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
404,337,0,0,66,14
404,336,0,0,66,14
404,339,0,0,66,14
404,339,0,0,66,14
404,339,0,0,66,14
404,339,0,0,66,14
404,338,0,0,66,14
404,339,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
404,341,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
404,340,0,0,66,14
304,0,0,0,66,14
404,333,0,0,66,14
404,333,0,0,66,14
404,333,0,0,66,14
404,333,0,0,66,14
404,339,0,0,66,14
404,333,0,0,66,14
404,318,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
304,0,0,0,66,14
404,336,0,0,66,14
404,336,0,0,66,14
304,0,0,0,66,14
304,0,0,0,66,14
304,0,0,0,55,14
304,0,0,0,55,14
404,337,0,0,66,14
200,490,0,1,74,14
304,0,0,0,55,14
304,0,0,0,55,14
404,324,0,0,55,14
404,339,0,0,66,14
404,337,0,0,55,14
404,336,0,0,66,14
404,336,0,0,55,14
404,338,0,0,55,14
404,336,0,0,55,14
404,333,0,0,55,14
404,338,0,0,66,14
200,490,0,0,64,14
304,0,0,0,64,14
404,336,0,0,66,14
404,346,0,0,64,14
404,337,0,0,64,14
304,0,0,0,66,14
404,333,0,0,66,14
404,339,0,0,64,14
404,336,0,0,64,14
404,338,0,0,64,14
200,26318005,0,1,90,14
404,338,0,0,64,14
200,991116,0,2,22,14
404,340,0,0,64,14
206,1,0,0,74,14
304,0,0,0,66,14
404,336,0,0,64,14
304,0,0,0,64,14
404,333,0,0,64,14
200,3316,0,1,74,14
304,0,0,1,54,14
304,0,0,0,54,14
404,333,0,0,66,14
206,1,0,0,74,14
200,951,0,1,133,14
304,0,0,1,54,14
206,1,0,1,74,14
304,0,0,0,54,14
404,337,0,1,74,14
404,336,0,0,66,14
404,318,0,0,66,14
304,0,0,1,54,14
304,0,0,1,54,14
404,324,0,1,54,14
304,0,0,0,54,14
304,0,0,0,54,14
404,319,0,0,54,14
304,0,0,0,66,15
404,337,0,1,74,15
404,337,0,1,54,15
304,0,0,0,66,15
404,332,0,0,54,15
404,336,0,1,54,15
304,0,0,0,66,15
206,1,0,0,74,15
404,331,0,0,54,15
404,332,0,0,74,15
404,340,0,0,66,15
404,338,0,1,54,15
404,333,0,0,54,15
404,337,0,0,66,15
404,332,0,0,74,15
404,339,0,0,66,15
404,336,0,1,54,15
404,331,0,0,54,15
404,336,0,1,74,15
404,336,0,0,66,15
404,333,0,1,54,15
304,0,0,0,49,15
304,0,0,0,49,15
404,328,0,0,54,15
404,341,0,0,66,15
304,0,0,0,49,15
304,0,0,0,49,15
200,2592,0,0,133,15
404,319,0,0,49,15
404,336,0,1,74,15
404,332,0,0,49,15
404,338,0,0,66,15
404,331,0,0,49,15
404,333,0,0,49,15
404,331,0,0,49,15
404,331,0,0,74,15
404,328,0,0,49,15
404,339,0,0,66,15
404,318,0,0,66,15
404,336,0,0,66,15
404,331,0,0,74,15
200,490,0,0,66,15
404,336,0,0,66,15
304,0,0,0,54,15
404,338,0,1,74,15
404,333,0,0,66,15
304,0,0,0,66,15
304,0,0,0,54,15
304,0,0,0,54,15
304,0,0,0,54,15
404,324,0,0,54,15
404,346,0,0,66,15
404,338,0,1,74,15
404,340,0,0,54,15
404,337,0,0,54,15
404,345,0,0,66,15
200,1768,0,1,110,15
404,313,0,0,66,15
404,339,0,0,54,15
404,333,0,0,74,15
304,0,0,0,66,15
404,336,0,0,54,15
304,0,0,0,66,15
404,337,0,0,66,15
404,341,0,0,54,15
200,69015367,0,0,22,15
404,338,0,0,54,15
404,333,0,0,74,15
304,0,0,0,66,15
404,340,0,0,66,15
404,339,0,0,54,15
200,1768,0,1,117,15
404,335,0,0,66,15
404,336,0,0,54,15
404,332,0,0,66,15
404,336,0,1,74,15
404,336,0,0,54,15
404,339,0,0,66,15
404,334,0,0,66,15
404,333,0,0,54,15
404,331,0,0,66,15
404,338,0,0,66,15
404,336,0,1,74,15
404,336,0,0,66,15
404,333,0,0,66,15
404,336,0,0,66,15
304,0,0,1,64,15
404,334,0,0,66,15
404,331,0,0,74,15
304,0,0,1,64,15
304,0,0,1,64,15
404,339,0,0,66,15
404,337,0,1,64,15
404,336,0,1,64,15
404,331,0,0,74,15
304,0,0,0,54,15
304,0,0,0,54,15
404,331,0,0,66,15
304,0,0,0,54,15
304,0,0,0,54,15
404,338,0,1,64,15
404,319,0,0,54,15
404,338,0,0,66,15
404,335,0,0,54,15
404,332,0,0,54,15
304,0,0,0,54,15
404,334,0,0,54,15
404,331,0,0,66,15
304,0,0,0,54,15
304,0,0,0,54,15
404,331,0,0,54,15
304,0,0,0,54,15
404,319,0,0,54,15
404,336,0,1,64,15
404,336,0,0,54,15
404,335,0,0,54,15
404,333,0,0,54,16
404,332,0,0,54,16
404,334,0,0,54,16
404,331,0,0,54,16
404,334,0,0,54,16
404,328,0,0,66,16
404,331,0,0,54,16
404,331,0,0,54,16
404,328,0,0,54,16
404,333,0,1,64,16
404,336,0,0,54,16
404,333,0,0,54,16
404,333,0,1,74,16
404,334,0,0,54,16
404,331,0,0,54,16
404,331,0,0,54,16
404,328,0,0,54,16
404,337,0,0,66,16
200,85619205,0,0,26,16
404,333,0,1,74,16
404,338,0,0,66,16
404,341,0,0,66,16
404,328,0,0,74,16
404,340,0,0,66,16
200,951,0,1,133,16
404,328,0,0,74,16
304,0,0,0,54,16
404,318,0,1,66,16
304,0,0,0,54,16
404,339,0,0,66,16
304,0,0,1,66,16
304,0,0,0,54,16
304,0,0,0,54,16
404,324,0,0,54,16
304,0,0,1,66,16
404,340,0,0,54,16
304,0,0,1,66,16
404,337,0,0,54,16
304,0,0,1,66,16
404,336,0,0,66,16
404,339,0,0,54,16
404,336,0,0,54,16
404,341,0,0,54,16
404,339,0,0,66,16
404,338,0,0,54,16
404,339,0,0,54,16
404,336,0,0,54,16
304,0,0,0,66,16
404,336,0,0,54,16
404,333,0,0,54,16
304,0,0,0,66,16
404,333,0,0,66,16
200,951,0,1,133,16
404,336,0,0,66,16
200,2592,0,0,133,16
200,2592,0,0,133,16
200,26930866,0,1,32,16
200,1768,0,1,112,16
304,0,0,1,64,16
200,951,0,1,133,16
304,0,0,1,64,16
404,318,0,1,65,16
304,0,0,1,64,16
200,490,0,1,64,16
304,0,0,1,65,16
304,0,0,0,55,16
304,0,0,0,55,16
304,0,0,1,55,16
304,0,0,1,64,16
304,0,0,0,55,16
304,0,0,1,55,16
304,0,0,0,55,16
304,0,0,1,65,16
404,346,0,1,64,16
304,0,0,1,55,16
304,0,0,0,55,16
304,0,0,0,55,16
304,0,0,1,55,16
404,319,0,0,55,16
404,324,0,1,55,16
304,0,0,0,55,16
304,0,0,0,55,16
404,324,0,0,55,16
200,490,0,1,64,16
304,0,0,1,65,16
404,337,0,1,55,16
404,337,0,1,64,16
304,0,0,1,64,16
200,2575,0,0,132,16
404,332,0,0,55,16
404,346,0,1,64,16
404,337,0,0,55,16
404,337,0,1,64,16
404,339,0,1,64,16
304,0,0,1,65,16
404,336,0,1,55,16
404,339,0,1,64,16
404,331,0,0,55,16
404,336,0,1,64,16
404,338,0,1,64,16
404,336,0,1,64,16
404,336,0,0,55,16
404,337,0,1,65,16
404,318,0,1,65,16
404,338,0,1,64,16
404,318,0,0,66,16
404,338,0,1,55,16
404,313,0,0,65,16
404,340,0,1,64,16
304,0,0,0,66,16
304,0,0,1,65,16
404,333,0,0,55,16
404,338,0,1,64,16
304,0,0,0,65,16
404,336,0,1,64,16
304,0,0,0,66,16
304,0,0,1,65,16
404,336,0,1,65,17
404,338,0,0,55,17
304,0,0,1,64,17
304,0,0,0,66,17
304,0,0,0,65,17
404,333,0,1,64,17
404,336,0,1,55,17
304,0,0,1,65,17
404,337,0,0,66,17
404,338,0,1,64,17
304,0,0,1,65,17
404,331,0,0,55,17
404,336,0,0,66,17
404,337,0,1,65,17
404,338,0,1,65,17
304,0,0,0,65,17
404,338,0,0,66,17
404,336,0,0,55,17
304,0,0,0,65,17
404,336,0,0,66,17
404,332,0,0,65,17
404,340,0,1,64,17
404,333,0,1,55,17
404,336,0,1,65,17
404,333,0,0,66,17
404,328,0,0,55,17
404,331,0,0,65,17
404,336,0,1,65,17
404,338,0,1,65,17
200,2592,0,0,133,17
404,333,0,0,55,17
404,336,0,1,64,17
404,333,0,0,65,17
404,336,0,1,65,17
404,333,0,1,65,17
304,0,0,1,64,17
404,331,0,0,65,17
304,0,0,0,49,17
404,333,0,1,65,17
304,0,0,0,49,17
404,328,0,0,65,17
304,0,0,0,55,17
304,0,0,0,49,17
304,0,0,0,55,17
304,0,0,0,49,17
404,319,0,0,49,17
404,333,0,1,64,17
304,0,0,0,55,17
304,0,0,0,55,17
404,324,0,0,55,17
404,332,0,0,49,17
404,337,0,0,55,17
404,336,0,0,55,17
404,331,0,0,49,17
404,338,0,0,55,17
404,336,0,0,55,17
404,333,0,0,55,17
404,333,0,0,49,17
404,331,0,0,49,17
404,328,0,0,49,17
200,951,0,1,133,17
200,1768,0,1,26,17
304,0,0,1,64,17
200,2592,0,0,133,17
304,0,0,1,64,17
304,0,0,1,64,17
404,340,0,1,64,17
404,337,0,1,64,17
404,339,0,1,64,17
404,336,0,1,64,17
404,341,0,1,64,17
404,338,0,1,64,17
404,339,0,1,64,17
200,951,0,1,133,17
404,336,0,1,64,17
404,336,0,1,64,17
404,333,0,1,64,17
200,2578,0,1,133,17
200,26318005,0,1,90,17
200,2576,0,1,132,17
304,0,0,1,89,17
200,2582,0,1,132,17
404,318,0,0,66,17
304,0,0,0,66,17
304,0,0,0,66,17
304,0,0,0,66,17
404,337,0,0,66,17
404,336,0,0,66,17
200,951,0,1,133,17
404,338,0,0,66,17
200,2592,0,0,133,17
404,336,0,0,66,17
404,333,0,0,66,17
200,2592,0,0,132,17
304,0,0,1,49,17
304,0,0,1,49,17
304,0,0,1,49,17
304,0,0,1,49,17
404,325,0,1,49,17
304,0,0,1,64,17
304,0,0,1,64,17
404,338,0,1,49,17
304,0,0,1,64,17
404,337,0,1,49,17
404,339,0,1,49,17
404,337,0,1,49,17
200,951,0,1,133,17
404,334,0,1,49,17
200,2592,0,0,133,17
304,0,0,1,64,17
304,0,0,0,50,17
304,0,0,1,54,17
304,0,0,1,54,17
304,0,0,0,50,17
304,0,0,1,64,17
304,0,0,1,54,17
304,0,0,1,54,17
304,0,0,0,50,17
404,324,0,1,54,17
304,0,0,0,50,17
404,337,0,1,54,17
404,319,0,0,50,17
304,0,0,1,64,17
404,336,0,1,54,18
404,338,0,1,54,18
404,336,0,1,54,18
404,333,0,1,54,18
404,332,0,0,50,18
404,331,0,0,50,18
404,340,0,1,64,18
404,333,0,0,50,18
404,331,0,0,50,18
404,337,0,1,64,18
404,328,0,0,50,18
404,339,0,1,64,18
404,336,0,1,64,18
404,341,0,1,64,18
404,338,0,1,64,18
404,339,0,1,64,18
404,336,0,1,64,18
404,336,0,1,64,18
404,333,0,1,64,18
200,182,0,1,1,18
200,951,0,1,132,18
200,596854,0,1,88,18
200,1768,0,1,110,18
304,0,0,0,55,18
304,0,0,0,54,18
304,0,0,0,54,18
304,0,0,0,54,18
304,0,0,0,54,18
404,324,0,0,54,18
404,340,0,0,54,18
404,337,0,0,54,18
304,0,0,0,55,18
404,339,0,0,54,18
404,336,0,0,54,18
404,341,0,0,54,18
404,338,0,0,54,18
404,339,0,0,54,18
404,336,0,0,54,18
304,0,0,0,55,18
404,336,0,0,54,18
404,333,0,0,54,18
304,0,0,0,55,18
404,324,0,0,55,18
404,337,0,0,55,18
404,336,0,0,55,18
404,338,0,0,55,18
404,336,0,0,55,18
404,333,0,0,55,18
200,2578,0,1,132,18
304,0,0,0,49,18
304,0,0,0,49,18
304,0,0,0,49,18
304,0,0,0,49,18
304,0,0,0,49,18
304,0,0,0,49,18
304,0,0,0,49,18
404,319,0,0,49,18
304,0,0,0,49,18
404,319,0,0,49,18
404,332,0,0,49,18
404,332,0,0,49,18
404,331,0,0,49,18
404,331,0,0,49,18
404,333,0,0,49,18
404,331,0,0,49,18
404,333,0,0,49,18
404,328,0,0,49,18
404,331,0,0,49,18
404,328,0,0,49,18
304,0,0,1,55,18
304,0,0,1,55,18
304,0,0,1,55,18
304,0,0,1,55,18
404,324,0,1,55,18
404,337,0,1,55,18
404,336,0,1,55,18
404,338,0,1,55,18
404,336,0,1,55,18
404,333,0,1,55,18
304,0,0,1,64,18
304,0,0,1,64,18
304,0,0,1,64,18
304,0,0,1,64,18
304,0,0,1,64,18
304,0,0,1,64,18
404,337,0,1,64,18
404,336,0,1,64,18
304,0,0,1,64,18
404,338,0,1,64,18
304,0,0,0,64,18
404,336,0,1,64,18
304,0,0,1,64,18
404,333,0,1,64,18
200,951,0,1,133,18
304,0,0,0,64,18
304,0,0,1,64,18
404,340,0,1,64,18
404,337,0,1,64,18
304,0,0,0,64,18
404,335,0,0,64,18
304,0,0,1,64,18
404,332,0,0,64,18
304,0,0,1,64,18
200,1768,0,1,12,18
404,339,0,1,64,18
304,0,0,1,64,18
404,336,0,1,64,18
304,0,0,0,55,18
404,337,0,1,64,18
404,334,0,0,64,18
304,0,0,0,55,18
404,336,0,1,64,18
404,331,0,0,64,18
304,0,0,0,55,18
404,338,0,1,64,18
404,341,0,1,64,18
304,0,0,0,55,18
404,319,0,0,55,18
404,336,0,1,64,18
404,338,0,1,64,18
404,332,0,0,55,18
404,333,0,1,64,18
404,336,0,0,64,18
404,331,0,0,55,18
404,333,0,0,64,19
404,333,0,0,55,19
404,339,0,1,64,19
404,331,0,0,55,19
404,336,0,1,64,19
404,328,0,0,55,19
404,334,0,0,64,19
404,331,0,0,64,19
404,336,0,1,64,19
200,2592,0,0,133,19
404,318,0,0,66,19
404,333,0,1,64,19
200,26318005,0,1,90,19
304,0,0,0,66,19
304,0,0,0,66,19
404,331,0,0,64,19
304,0,0,0,66,19
404,328,0,0,64,19
404,337,0,0,66,19
404,336,0,0,66,19
404,338,0,0,66,19
404,336,0,0,66,19
404,333,0,0,66,19
404,318,0,0,66,19
304,0,0,0,66,19
304,0,0,0,66,19
304,0,0,0,66,19
404,337,0,0,66,19
404,336,0,0,66,19
404,338,0,0,66,19
200,2578,0,1,133,19
404,336,0,0,66,19
200,2575,0,0,132,19
404,333,0,0,66,19
404,318,0,0,66,19
304,0,0,0,66,19
304,0,0,0,66,19
304,0,0,1,64,19
304,0,0,1,64,19
304,0,0,0,66,19
304,0,0,1,64,19
304,0,0,1,64,19
304,0,0,1,64,19
404,360,0,1,88,19
404,337,0,0,66,19
404,318,0,1,66,19
304,0,0,1,64,19
404,336,0,0,66,19
404,337,0,1,64,19
304,0,0,1,66,19
304,0,0,0,55,19
304,0,0,1,64,19
404,338,0,0,66,19
404,337,0,1,64,19
304,0,0,0,55,19
304,0,0,1,66,19
304,0,0,0,55,19
404,340,0,1,64,19
404,336,0,1,64,19
404,336,0,0,66,19
304,0,0,0,55,19
404,319,0,0,55,19
304,0,0,1,66,19
404,337,0,1,64,19
200,85619205,0,0,26,19
404,333,0,0,66,19
404,336,0,1,64,19
404,332,0,0,55,19
404,340,0,1,66,19
404,331,0,0,55,19
404,339,0,1,64,19
404,338,0,1,64,19
404,333,0,0,55,19
404,336,0,1,64,19
304,0,0,0,40,19
404,337,0,1,66,19
404,337,0,0,40,19
404,340,0,0,40,19
404,338,0,1,64,19
404,331,0,0,55,19
404,341,0,1,64,19
404,328,0,0,55,19
304,0,0,1,50,19
404,339,0,1,66,19
404,336,0,1,64,19
304,0,0,0,40,19
404,338,0,1,64,19
304,0,0,1,50,19
404,336,0,1,64,19
200,2592,0,0,133,19
404,336,0,1,66,19
404,339,0,0,40,19
404,339,0,1,64,19
404,333,0,1,64,19
304,0,0,1,50,19
404,341,0,1,66,19
304,0,0,0,40,19
404,336,0,1,64,19
404,333,0,1,64,19
304,0,0,1,50,19
404,324,0,1,50,19
404,338,0,1,66,19
404,336,0,1,64,19
404,337,0,1,50,19
404,333,0,1,64,19
404,339,0,1,66,19
404,336,0,1,50,19
404,336,0,1,66,19
404,338,0,1,50,19
404,336,0,1,66,19
404,333,0,1,66,19
404,336,0,1,50,19
304,0,0,1,54,19
304,0,0,1,54,19
304,0,0,1,54,19
304,0,0,1,54,19
404,324,0,1,54,19
404,337,0,1,54,19
404,333,0,1,50,19
404,336,0,1,54,19
404,338,0,1,54,19
404,336,0,1,54,19
404,333,0,1,54,19
200,85619205,0,0,22,20
304,0,0,1,54,20
200,2592,0,0,128,20
200,17632,0,0,128,20
200,17632,0,0,128,20
304,0,0,1,54,20
304,0,0,1,54,20
304,0,0,1,54,20
404,324,0,1,54,20
404,340,0,1,54,20
404,337,0,1,54,20
404,339,0,1,54,20
404,336,0,1,54,20
404,341,0,1,54,20
404,338,0,1,54,20
404,339,0,1,54,20
404,336,0,1,54,20
404,336,0,1,54,20
404,333,0,1,54,20
304,0,0,0,40,20
404,332,0,0,40,20
304,0,0,0,40,20
404,334,0,0,40,20
304,0,0,0,40,20
200,2592,0,0,132,20
404,318,0,0,66,20
200,490,0,0,66,20
304,0,0,0,66,20
404,346,0,0,66,20
404,345,0,0,66,20
404,337,0,0,66,20
404,340,0,0,66,20
304,0,0,0,54,20
404,339,0,0,66,20
304,0,0,0,54,20
200,2578,0,1,133,20
304,0,0,0,54,20
304,0,0,0,54,20
404,319,0,0,54,20
404,338,0,0,66,20
404,332,0,0,54,20
404,331,0,0,54,20
404,336,0,0,66,20
404,333,0,0,54,20
404,331,0,0,54,20
404,339,0,0,66,20
404,328,0,0,54,20
404,338,0,0,66,20
200,2582,0,1,129,20
404,337,0,0,66,20
404,338,0,0,66,20
404,341,0,0,66,20
200,2582,0,1,129,20
404,340,0,0,66,20
404,339,0,0,66,20
404,336,0,0,66,20
304,0,0,0,55,20
304,0,0,0,55,20
304,0,0,0,55,20
304,0,0,0,55,20
404,319,0,0,55,20
404,339,0,0,66,20
404,332,0,0,55,20
404,331,0,0,55,20
404,333,0,0,55,20
404,331,0,0,55,20
304,0,0,0,66,20
404,328,0,0,55,20
200,490,0,1,64,20
304,0,0,0,66,20
304,0,0,1,64,20
404,333,0,0,66,20
404,336,0,0,66,20
404,346,0,1,64,20
404,337,0,1,64,20
404,339,0,1,64,20
404,336,0,1,64,20
404,338,0,1,64,20
404,338,0,1,64,20
404,340,0,1,64,20
404,336,0,1,64,20
304,0,0,1,64,20
404,333,0,1,64,20
200,26318005,0,1,90,20
200,17632,0,0,128,20
200,2578,0,1,133,20
200,2592,0,0,133,20
200,85619205,0,0,26,20
200,931,0,1,112,20
200,1768,0,1,19,20
304,0,0,0,54,20
304,0,0,0,54,20
304,0,0,0,54,20
304,0,0,0,54,20
404,324,0,0,54,20
404,340,0,0,54,20
404,337,0,0,54,20
304,0,0,1,54,20
304,0,0,1,54,20
304,0,0,1,54,20
404,339,0,0,54,20
304,0,0,1,54,20
404,324,0,1,54,20
404,340,0,1,54,20
404,336,0,0,54,20
404,337,0,1,54,20
404,339,0,1,54,20
404,336,0,1,54,20
404,341,0,1,54,20
404,341,0,0,54,20
404,338,0,1,54,20
404,339,0,1,54,20
404,336,0,1,54,20
304,0,0,0,54,20
404,336,0,1,54,20
